id,provider,vehicleType,datetime_start,datetime_end,longitude_start,latitude_start,longitude_end,latitude_end
ZnJlZWZsb2F0OjpjYXIyZ286OldNRTQ1MzM0MjFLMjgwMTUw,car2go,car,2019-11-23 19:23:08+01:00,2019-11-23 19:43:10+01:00,13.31257,52.50219,13.293029999999998,52.51155
ZnJlZWZsb2F0OjpjYXIyZ286OldNRTQ1MzM0MjFLMzc2NTMz,car2go,car,2019-11-15 11:58:07+01:00,2019-11-15 12:18:07+01:00,13.397979736328123,52.49504089355469,13.353580474853516,52.50503158569336
ZnJlZWZsb2F0OjpjYXIyZ286OldNRTQ1MzM0MjFLMjg5MjE5,car2go,car,2019-10-16 13:18:08+02:00,2019-10-16 13:23:09+02:00,13.392319679260256,52.50783920288086,13.39640998840332,52.510009765625
ZnJlZWZsb2F0Ojpkcml2ZW5vdzo6V01XWFM1MTA5MDJHMjE0ODY=,drivenow,car,2019-11-01 22:43:07+01:00,2019-11-01 23:28:11+01:00,13.373046,52.511389,13.297358,52.491946
ZnJlZWZsb2F0OjpjYXIyZ286OldNRTQ1MzM0MjFLMjgyMzkw,car2go,car,2019-12-22 18:08:07+01:00,2019-12-22 18:33:08+01:00,13.36364,52.52481,13.41802,52.5442
ZnJlZWZsb2F0OjpjYXIyZ286OldNRTQ1MzM0MjFLMzc2OTk2,car2go,car,2020-01-17 11:18:09+01:00,2020-01-17 11:43:25+01:00,13.34048,52.50289,13.29123,52.5127
ZnJlZWZsb2F0OjpjYXIyZ286OldNRTQ1MzM0MjFLMjg0NDIx,car2go,car,2020-03-12 10:38:07+01:00,2020-03-12 10:58:06+01:00,13.39226,52.50845,13.3413,52.50031
ZnJlZWZsb2F0OjpjYXIyZ286OldNRTQ1MzM0MjFLMzY1NzEx,car2go,car,2019-10-23 08:58:07+02:00,2019-10-23 09:23:07+02:00,13.320910453796388,52.50748825073242,13.377349853515623,52.5137710571289
ZnJlZWZsb2F0OjpjYXIyZ286OldNV0xOMzEwNDAySDQxNjkx,car2go,car,2020-02-02 17:18:07+01:00,2020-02-02 17:33:07+01:00,13.29934,52.50632,13.32753,52.50557
ZnJlZWZsb2F0OjpjYXIyZ286OldNRTQ1MzM0MjFLMjQ1NDIz,car2go,car,2019-11-23 09:28:07+01:00,2019-11-23 09:58:06+01:00,13.37689,52.49045,13.3545,52.54401
ZnJlZWZsb2F0OjpjYXIyZ286OldNV1hTNTEwMjAySDE3NzIx,car2go,car,2020-03-08 12:48:12+01:00,2020-03-08 13:23:10+01:00,13.36779,52.50807,13.32911,52.50239000000001
ZnJlZWZsb2F0OjpjYXIyZ286OldNRTQ1MzM0MjFLMzEwMTk0,car2go,car,2019-12-23 08:23:08+01:00,2019-12-23 08:43:07+01:00,13.36731,52.52278,13.38982,52.52204
ZnJlZWZsb2F0OjpjYXIyZ286OldNRTQ1MzM0MjFLMjc5MzM2,car2go,car,2020-01-04 18:09:19+01:00,2020-01-04 18:48:07+01:00,13.41666,52.52881,13.27522,52.53584
ZnJlZWZsb2F0OjpjYXIyZ286OldNRTQ1MzM0MjFLMzYzNTcz,car2go,car,2019-10-30 19:50:16+01:00,2019-10-30 20:39:59+01:00,13.362079620361328,52.503700256347656,13.371740341186523,52.54634094238281
ZnJlZWZsb2F0OjpjYXIyZ286OldNRTQ1MzM0MjFLMjc5Njk0,car2go,car,2020-03-03 00:38:08+01:00,2020-03-03 00:58:08+01:00,13.33191,52.50079,13.356470000000002,52.48828
ZnJlZWZsb2F0OjpjYXIyZ286OldNV1hVNTEwNDBURjA1NjQ4,car2go,car,2020-02-09 12:58:07+01:00,2020-02-09 13:23:07+01:00,13.430129999999998,52.49341999999999,13.48253,52.47952
ZnJlZWZsb2F0Ojpkcml2ZW5vdzo6V0JBMVI1MTA2MDdCMTc1MDE=,drivenow,car,2019-10-09 18:53:07+02:00,2019-10-09 19:23:08+02:00,13.336195000000002,52.495973,13.38255,52.524016
ZnJlZWZsb2F0OjpjYXIyZ286OldCQTFSNTEwOTA3QjA5MzYx,car2go,car,2020-03-03 16:13:08+01:00,2020-03-03 16:58:06+01:00,13.40075,52.530330000000006,13.38699,52.51863
ZnJlZWZsb2F0Ojpkcml2ZW5vdzo6V0JBMVI1MTAyMDVLNjA3NjI=,drivenow,car,2019-10-05 14:48:08+02:00,2019-10-05 15:33:07+02:00,13.322978,52.505121,13.268921,52.438838
ZnJlZWZsb2F0OjpjYXIyZ286OldNV1dHMzEwODAzRjQyODU1,car2go,car,2020-03-14 15:38:07+01:00,2020-03-14 16:53:08+01:00,13.34898,52.50861999999999,13.39647,52.44133000000001
ZnJlZWZsb2F0OjpjYXIyZ286OldNRTQ1MzM0MjFLMzc1ODUx,car2go,car,2020-02-20 14:33:06+01:00,2020-02-20 15:03:09+01:00,13.418,52.50492,13.4152,52.52528
ZnJlZWZsb2F0OjpjYXIyZ286OldNRTQ1MzM0MjFLMzY4OTE3,car2go,car,2019-12-07 13:14:00+01:00,2019-12-07 13:58:09+01:00,13.33841,52.50516999999999,13.32414,52.50557
ZnJlZWZsb2F0OjpjYXIyZ286OldNRTQ1MzM0MjFLMzIyMjA4,car2go,car,2019-12-12 06:18:07+01:00,2019-12-12 08:43:23+01:00,13.32403,52.52149,13.32456,52.48659
ZnJlZWZsb2F0OjpjYXIyZ286OldNRTQ1MzM0MjFLMjQ0Njc1,car2go,car,2020-03-12 13:08:09+01:00,2020-03-12 13:53:09+01:00,13.44622,52.52183,13.33789,52.52723
ZnJlZWZsb2F0OjpjYXIyZ286OldNRTQ1MzM0MjFLMjgyMDg0,car2go,car,2019-11-27 07:18:07+01:00,2019-11-27 07:48:07+01:00,13.39608,52.49685,13.45841,52.49506
ZnJlZWZsb2F0OjpjYXIyZ286OldERDE3NzA0NDFKMDg2MTcz,car2go,car,2019-11-22 16:38:08+01:00,2019-11-22 17:53:07+01:00,13.327979999999998,52.51745,13.26305,52.51359
ZnJlZWZsb2F0OjpjYXIyZ286OldNRTQ1MzM0MjFLMjgzMTg2,car2go,car,2020-03-02 10:28:07+01:00,2020-03-02 10:43:08+01:00,13.32058,52.49926,13.2928,52.50085
ZnJlZWZsb2F0Ojpkcml2ZW5vdzo6V0JBWUgxMTAzMEVNNjQzMjE=,drivenow,car,2019-12-08 14:43:09+01:00,2019-12-08 15:48:24+01:00,13.40237,52.528401,13.346329999999998,52.53472900000001
ZnJlZWZsb2F0OjpjYXIyZ286OldNRTQ1MzM0MjFLMzE4NDQ4,car2go,car,2020-02-08 04:18:08+01:00,2020-02-08 04:38:09+01:00,13.31791,52.50827,13.2961,52.50453
ZnJlZWZsb2F0OjpjYXIyZ286OldNRTQ1MzM0MjFLMzE5NzE3,car2go,car,2020-01-19 14:18:07+01:00,2020-01-19 15:03:27+01:00,13.37898,52.526,13.31792,52.44325
ZnJlZWZsb2F0OjpjYXIyZ286OldNRTQ1MzM0MjFLMjQ0NjQ0,car2go,car,2019-11-27 16:13:07+01:00,2019-11-27 16:28:30+01:00,13.41801,52.52447,13.43024,52.5335
ZnJlZWZsb2F0Ojpkcml2ZW5vdzo6V01XWFIzMTA4MFRLNjg5NzM=,drivenow,car,2019-12-13 16:23:08+01:00,2019-12-13 16:38:08+01:00,13.356018,52.52116,13.337985,52.51964200000001
ZnJlZWZsb2F0OjpjYXIyZ286OldNRTQ1MzM0MjFLMjM1ODkw,car2go,car,2019-10-17 08:28:07+02:00,2019-10-17 09:13:07+02:00,13.368639945983888,52.5258903503418,13.313830375671388,52.52161026000977
ZnJlZWZsb2F0OjpjYXIyZ286OldNRTQ1MzM0MjFLMzY5NjQw,car2go,car,2020-03-11 13:38:10+01:00,2020-03-11 14:18:17+01:00,13.41351,52.51829,13.318979999999998,52.46214000000001
ZnJlZWZsb2F0Ojpkcml2ZW5vdzo6V01XV0czMTA1MDNGNDI0NTY=,drivenow,car,2019-10-18 13:58:07+02:00,2019-10-18 14:38:08+02:00,13.393501,52.512087,13.366507,52.523999
ZnJlZWZsb2F0OjpjYXIyZ286OldNRTQ1MzM0MjFLMjQ0MDY5,car2go,car,2019-11-29 10:23:06+01:00,2019-11-29 10:38:09+01:00,13.34883,52.52459,13.37354,52.51939
ZnJlZWZsb2F0OjpjYXIyZ286OldNRTQ1MzM0MjFLMjM1NjYw,car2go,car,2019-10-09 17:53:08+02:00,2019-10-09 19:18:07+02:00,13.346179962158203,52.50761032104492,13.379420280456545,52.54985046386719
ZnJlZWZsb2F0OjpjYXIyZ286OldNRTQ1MzM0MjFLMzE3MDIz,car2go,car,2019-10-15 14:58:08+02:00,2019-10-15 15:23:12+02:00,13.37716007232666,52.5137710571289,13.337080001831056,52.49325942993164
ZnJlZWZsb2F0OjpjYXIyZ286OldNRTQ1MzM0MjFLMzIxNjQw,car2go,car,2020-03-14 13:48:07+01:00,2020-03-14 14:18:08+01:00,13.46417,52.49909,13.468,52.49668000000001
ZnJlZWZsb2F0OjpjYXIyZ286OldEQzE1Njk0MjFKNTY3NDgw,car2go,car,2019-10-03 18:58:08+02:00,2019-10-03 19:08:08+02:00,13.33156967163086,52.50701141357422,13.320590019226074,52.51934051513672
ZnJlZWZsb2F0OjpjYXIyZ286OldNRTQ1MzM0MjFLMzEyODQy,car2go,car,2019-12-02 20:08:55+01:00,2019-12-02 20:33:26+01:00,13.31994,52.50422,13.31966,52.49455
ZnJlZWZsb2F0OjpjYXIyZ286OldNRTQ1MzM0MjFLMzg0NDIy,car2go,car,2020-02-11 11:03:08+01:00,2020-02-11 11:33:09+01:00,13.36373,52.50861999999999,13.35805,52.50005
ZnJlZWZsb2F0Ojpkcml2ZW5vdzo6V01XTFYzMTA1MDJMNTM0OTQ=,drivenow,car,2020-01-05 00:23:09+01:00,2020-01-05 00:43:05+01:00,13.385757,52.528404,13.302497,52.52128100000001
ZnJlZWZsb2F0Ojpkcml2ZW5vdzo6V01XWE01MTAyMDJIMjE3ODA=,drivenow,car,2019-12-24 18:18:08+01:00,2019-12-24 18:53:09+01:00,13.304733,52.515415,13.432264000000002,52.470117
ZnJlZWZsb2F0OjpjYXIyZ286OldNRTQ1MzM0MjFLMzIyMTQ3,car2go,car,2020-01-24 17:23:08+01:00,2020-01-24 18:08:10+01:00,13.3552,52.49242,13.369279999999998,52.46891
ZnJlZWZsb2F0OjpjYXIyZ286OldNRTQ1MzM0MjFLMzIxOTk2,car2go,car,2019-10-02 11:08:07+02:00,2019-10-02 13:13:07+02:00,13.462570190429688,52.51319122314453,13.457830429077148,52.50957107543945
ZnJlZWZsb2F0OjpjYXIyZ286OldCQTJNMTEwMjA3RTU2MTM3,car2go,car,2020-02-09 20:28:08+01:00,2020-02-09 21:08:07+01:00,13.42302,52.50652,13.31698,52.50247
ZnJlZWZsb2F0OjpjYXIyZ286OldNRTQ1MzM0MjFLMjgxODQy,car2go,car,2019-11-02 10:33:09+01:00,2019-11-02 11:13:07+01:00,13.42714023590088,52.50701141357422,13.349209785461426,52.50046157836914
ZnJlZWZsb2F0OjpjYXIyZ286OldNRTQ1MzM0MjFLMjgzMTk0,car2go,car,2019-12-23 00:03:07+01:00,2019-12-23 00:23:07+01:00,13.30878,52.50889,13.33241,52.51866
ZnJlZWZsb2F0Ojpkcml2ZW5vdzo6V01XV0czMTA0MDNGNDI1NDU=,drivenow,car,2019-12-14 10:48:08+01:00,2019-12-14 11:03:08+01:00,13.414663,52.532161,13.405364000000002,52.547245
ZnJlZWZsb2F0Ojpkcml2ZW5vdzo6V01XWFM1MTA0MDJIMTYyMDE=,drivenow,car,2019-11-21 19:28:06+01:00,2019-11-21 23:13:09+01:00,13.317162,52.503711,13.447843,52.519445
ZnJlZWZsb2F0OjpjYXIyZ286OldNRTQ1MzM0MjFLMjgyMDg0,car2go,car,2019-11-27 11:13:07+01:00,2019-11-27 11:33:09+01:00,13.44491,52.5046,13.493379999999998,52.50168000000001
ZnJlZWZsb2F0OjpjYXIyZ286OldNRTQ1MzM0MjFLMjg0MDk3,car2go,car,2019-11-09 22:28:08+01:00,2019-11-09 23:23:08+01:00,13.39210033416748,52.48437118530274,13.418060302734377,52.50402069091797
ZnJlZWZsb2F0OjpjYXIyZ286OldNRTQ1MzM0MjFLMzU5ODk1,car2go,car,2020-03-15 16:23:28+01:00,2020-03-15 16:58:12+01:00,13.44056,52.52197,13.34771,52.47875
ZnJlZWZsb2F0OjpjYXIyZ286OldNRTQ1MzM0MjFLMjQzMTUw,car2go,car,2019-10-09 08:18:07+02:00,2019-10-09 08:48:08+02:00,13.427519798278809,52.53392028808594,13.414070129394531,52.54262924194336
ZnJlZWZsb2F0Ojpkcml2ZW5vdzo6V0JBMk0xMTA2MFZEMjI1MzQ=,drivenow,car,2019-10-02 08:28:07+02:00,2019-10-02 08:58:08+02:00,13.416306,52.536072,13.393459,52.527634
ZnJlZWZsb2F0OjpjYXIyZ286OldNRTQ1MzM0MjFLMzcyMDIy,car2go,car,2020-02-25 11:28:08+01:00,2020-02-25 12:13:08+01:00,13.39277,52.52771,13.3094,52.50107
ZnJlZWZsb2F0Ojpkcml2ZW5vdzo6V01XV0ozMTA4MDNMMDA1NDg=,drivenow,car,2019-12-19 09:38:07+01:00,2019-12-19 10:03:08+01:00,13.388025,52.513799,13.367218,52.522903
ZnJlZWZsb2F0OjpjYXIyZ286OldNRTQ1MzM0MjFLMzA5NTY0,car2go,car,2019-12-19 14:28:07+01:00,2019-12-19 14:48:06+01:00,13.34588,52.5027,13.385879999999998,52.48779
ZnJlZWZsb2F0OjpjYXIyZ286OldNRTQ1MzM0MjFLMzIwMzMw,car2go,car,2019-11-22 09:08:06+01:00,2019-11-22 09:28:06+01:00,13.31794,52.51949000000001,13.34579,52.5025
ZnJlZWZsb2F0OjpjYXIyZ286OldNRTQ1MzM0MjFLMzU5MjE1,car2go,car,2020-02-27 11:28:06+01:00,2020-02-27 11:53:07+01:00,13.3672,52.5234,13.38657,52.51225
ZnJlZWZsb2F0OjpjYXIyZ286OldNRTQ1MzM0MjFLMzA2NTQz,car2go,car,2020-03-12 18:33:11+01:00,2020-03-12 20:38:07+01:00,13.31595,52.50742,13.38889,52.52191
ZnJlZWZsb2F0Ojpkcml2ZW5vdzo6V01XV0czMTAxMDNFNTEyMDI=,drivenow,car,2019-12-14 10:23:08+01:00,2019-12-14 13:08:25+01:00,13.412025,52.512409,13.411807,52.512891
ZnJlZWZsb2F0OjpjYXIyZ286OldNRTQ1MzM0MjFLMzc0MDAy,car2go,car,2020-01-30 22:33:13+01:00,2020-01-30 22:53:12+01:00,13.405879999999998,52.54715,13.395220000000002,52.53973000000001
ZnJlZWZsb2F0OjpjYXIyZ286OldNRTQ1MzM0MjFLMjg0NzI4,car2go,car,2020-01-26 11:13:07+01:00,2020-01-26 11:58:08+01:00,13.44135,52.48254,13.40065,52.52181
ZnJlZWZsb2F0OjpjYXIyZ286OldNRTQ1MzM0MjFLMjQ0OTky,car2go,car,2020-01-20 07:28:08+01:00,2020-01-20 07:48:27+01:00,13.45207,52.52015,13.4371,52.50715
ZnJlZWZsb2F0OjpjYXIyZ286OldNRTQ1MzM0MjFLMjc5NTc1,car2go,car,2020-02-19 10:43:07+01:00,2020-02-19 10:53:07+01:00,13.31854,52.49968000000001,13.32538,52.50332
ZnJlZWZsb2F0OjpjYXIyZ286OldERDE3NzA0NDFKMTA2ODQ2,car2go,car,2019-12-05 08:33:06+01:00,2019-12-05 08:53:09+01:00,13.43827,52.51011999999999,13.4371,52.49571
ZnJlZWZsb2F0OjpjYXIyZ286OldNRTQ1MzM0MjFLMzEyMDYx,car2go,car,2020-03-14 18:13:08+01:00,2020-03-14 18:38:07+01:00,13.38336,52.5014,13.411029999999998,52.5398
ZnJlZWZsb2F0Ojpkcml2ZW5vdzo6V0JBNlMzMTA0MFZGNjAyMjQ=,drivenow,car,2019-12-28 21:28:09+01:00,2019-12-28 22:03:08+01:00,13.396057999999998,52.512949,13.351667,52.496739
ZnJlZWZsb2F0Ojpkcml2ZW5vdzo6V01XV0czMTAyMDNGNDIzMjA=,drivenow,car,2019-12-21 18:13:25+01:00,2019-12-21 18:58:07+01:00,13.325495000000002,52.504208,13.390137,52.51575500000001
ZnJlZWZsb2F0Ojpkcml2ZW5vdzo6V0JBSkc1MTAxMDNEMzg0NTM=,drivenow,car,2020-01-13 20:48:52+01:00,2020-01-13 21:08:15+01:00,13.311163,52.507472,13.298016,52.49824200000001
ZnJlZWZsb2F0Ojpkcml2ZW5vdzo6V01XWE01MTA4MDJIMjE3OTc=,drivenow,car,2019-11-25 06:08:07+01:00,2019-11-25 06:23:08+01:00,13.337967,52.524138,13.339371,52.54020600000001
ZnJlZWZsb2F0OjpjYXIyZ286OldNRTQ1MzM0MjFLMjg5MjMw,car2go,car,2020-01-19 16:23:27+01:00,2020-01-19 16:38:25+01:00,13.405129999999998,52.49584,13.38217,52.4935
ZnJlZWZsb2F0OjpjYXIyZ286OldNRTQ1MzM0MjFLMjc5MzM2,car2go,car,2020-03-12 15:48:10+01:00,2020-03-12 16:33:08+01:00,13.33989,52.50407,13.37355,52.48089
ZnJlZWZsb2F0OjpjYXIyZ286OldNRTQ1MzM0MjFLMzEzODgy,car2go,car,2019-11-21 20:03:08+01:00,2019-11-21 20:28:07+01:00,13.40815,52.52331,13.49162,52.54138
ZnJlZWZsb2F0Ojpkcml2ZW5vdzo6V0JBMVMxMTA0MDVIMjU5MzI=,drivenow,car,2019-10-29 09:28:07+01:00,2019-10-29 10:33:08+01:00,13.404819,52.537274,13.378938,52.50966700000001
ZnJlZWZsb2F0Ojpkcml2ZW5vdzo6V01XV0c3MTA5MDNFNTMxNTY=,drivenow,car,2019-10-28 10:43:07+01:00,2019-10-28 10:53:08+01:00,13.403023999999998,52.533609,13.398684,52.535051
ZnJlZWZsb2F0Ojpkcml2ZW5vdzo6V0JBMVI1MTA0MDVLNTQ1OTE=,drivenow,car,2019-12-05 20:08:36+01:00,2019-12-05 21:02:47+01:00,13.296507,52.518921,13.290049,52.513165
ZnJlZWZsb2F0Ojpkcml2ZW5vdzo6V0JBMVI1MTA3MDdFMzQ5OTQ=,drivenow,car,2019-10-17 13:43:07+02:00,2019-10-17 14:28:07+02:00,13.413719,52.5135,13.401167999999998,52.493084
ZnJlZWZsb2F0OjpjYXIyZ286OldERDE3NzA0NDFKMDg3MjE5,car2go,car,2019-10-21 14:43:09+02:00,2019-10-21 16:58:08+02:00,13.338379859924316,52.49858093261719,13.334580421447756,52.4975700378418
ZnJlZWZsb2F0OjpjYXIyZ286OldNRTQ1MzM0MjFLMzczOTY0,car2go,car,2019-11-12 18:23:09+01:00,2019-11-12 18:58:07+01:00,13.414469718933104,52.54296112060547,13.406519889831545,52.53017044067383
ZnJlZWZsb2F0OjpjYXIyZ286OldNRTQ1MzM0MjFLMzEyMTQ3,car2go,car,2019-12-12 11:28:09+01:00,2019-12-12 12:28:07+01:00,13.3768,52.49071,13.35004,52.54348
ZnJlZWZsb2F0OjpjYXIyZ286OldEQzE1Njk0MjFKNjQ0OTk3,car2go,car,2019-12-31 00:48:23+01:00,2019-12-31 01:13:09+01:00,13.34233,52.50487,13.32487,52.52972
ZnJlZWZsb2F0OjpjYXIyZ286OldNRTQ1MzM0MjFLMjgxNTAy,car2go,car,2019-10-04 15:58:07+02:00,2019-10-04 16:23:07+02:00,13.321769714355469,52.50558853149414,13.337479591369627,52.52838897705078
ZnJlZWZsb2F0OjpjYXIyZ286OldNRTQ1MzM0MjFLMzIyMjA4,car2go,car,2019-11-11 19:43:08+01:00,2019-11-11 20:48:09+01:00,13.430660247802734,52.48775863647461,13.30051040649414,52.43991088867188
ZnJlZWZsb2F0OjpjYXIyZ286OldNRTQ1MzM0MjFLMjgyMzA5,car2go,car,2019-12-23 19:23:06+01:00,2019-12-23 20:38:07+01:00,13.39329,52.51087,13.32023,52.49739
ZnJlZWZsb2F0OjpjYXIyZ286OldNRTQ1MzM0MjFLMjg5MjU2,car2go,car,2020-02-12 19:28:08+01:00,2020-02-12 19:53:08+01:00,13.43119,52.50261,13.46638,52.49605
ZnJlZWZsb2F0Ojpkcml2ZW5vdzo6V0JBMk0xMTAwMFZENjc0NzA=,drivenow,car,2019-11-13 19:03:07+01:00,2019-11-13 19:43:12+01:00,13.413691,52.526825,13.494979,52.506759
ZnJlZWZsb2F0OjpjYXIyZ286OldNRTQ1MzM0MjFLMjgzNjcy,car2go,car,2019-12-30 13:58:07+01:00,2019-12-30 14:28:08+01:00,13.37856,52.50726,13.39279,52.54898000000001
ZnJlZWZsb2F0Ojpkcml2ZW5vdzo6V01XWE01MTBYMDJIMjIyODY=,drivenow,car,2019-12-02 09:18:07+01:00,2019-12-02 09:58:07+01:00,13.378819,52.527333,13.378131,52.528039
ZnJlZWZsb2F0OjpjYXIyZ286OldCQTJNMzEwMzBWRDc2ODA2,car2go,car,2020-02-04 16:28:07+01:00,2020-02-04 17:08:07+01:00,13.38233,52.50374,13.436379999999998,52.50981
ZnJlZWZsb2F0OjpjYXIyZ286OldNRTQ1MzM0MjFLMjg0MTY3,car2go,car,2020-02-05 15:58:08+01:00,2020-02-05 16:38:07+01:00,13.37889,52.50715,13.31851,52.50306
ZnJlZWZsb2F0OjpjYXIyZ286OldNRTQ1MzM0MjFLMzEwNDUy,car2go,car,2020-03-08 23:28:08+01:00,2020-03-08 23:53:08+01:00,13.44137,52.50972,13.354020000000002,52.48528
ZnJlZWZsb2F0OjpjYXIyZ286OldNRTQ1MzM0MjFLMjg0NjU3,car2go,car,2019-10-21 12:03:07+02:00,2019-10-21 12:28:07+02:00,13.416839599609377,52.50267028808594,13.390950202941896,52.52547836303711
ZnJlZWZsb2F0OjpjYXIyZ286OldNRTQ1MzM0MjFLMjQzODA5,car2go,car,2020-01-28 07:28:07+01:00,2020-01-28 08:13:07+01:00,13.40697,52.52567,13.36197,52.5308
ZnJlZWZsb2F0Ojpkcml2ZW5vdzo6V01XWFM1MTAyMDJIMTc3MjE=,drivenow,car,2019-12-05 06:03:11+01:00,2019-12-05 06:38:09+01:00,13.445838,52.51142,13.377723,52.477371
ZnJlZWZsb2F0OjpjYXIyZ286OldNRTQ1MzM0MjFLMjg0MTE2,car2go,car,2020-02-01 20:53:09+01:00,2020-02-01 21:43:09+01:00,13.38444,52.54932,13.42156,52.46436
ZnJlZWZsb2F0OjpjYXIyZ286OldNRTQ1MzM0MjFLMjgzOTAw,car2go,car,2019-12-24 11:23:29+01:00,2019-12-24 15:53:30+01:00,13.41789,52.51834,13.46811,52.51218000000001
ZnJlZWZsb2F0OjpjYXIyZ286OldNRTQ1MzM0MjFLMjg4MDg1,car2go,car,2020-03-14 12:08:12+01:00,2020-03-14 12:38:07+01:00,13.35075,52.50591,13.33711,52.56456
ZnJlZWZsb2F0OjpjYXIyZ286OldNRTQ1MzM0MjFLMzEzOTQ3,car2go,car,2020-02-04 17:43:08+01:00,2020-02-04 17:58:07+01:00,13.43284,52.50571,13.43849,52.49216
ZnJlZWZsb2F0OjpjYXIyZ286OldERDE3NzA0NDFKMTA2ODQ2,car2go,car,2020-02-16 21:03:07+01:00,2020-02-16 21:23:07+01:00,13.31933,52.50609,13.28804,52.51903000000001
ZnJlZWZsb2F0Ojpkcml2ZW5vdzo6V01XWFIxMTA4MFRFNjE4ODg=,drivenow,car,2019-10-12 22:33:08+02:00,2019-10-12 22:58:08+02:00,13.308849,52.511673,13.400346,52.499374
ZnJlZWZsb2F0OjpjYXIyZ286OldNRTQ1MzM0MjFLMjgyMTc4,car2go,car,2019-11-03 14:18:24+01:00,2019-11-03 14:53:08+01:00,13.418780326843262,52.52861022949219,13.331250190734863,52.46754837036133
ZnJlZWZsb2F0OjpjYXIyZ286OldNRTQ1MzM0MjFLMzEyNzQz,car2go,car,2020-01-07 17:38:49+01:00,2020-01-07 18:28:43+01:00,13.37295,52.50733,13.29989,52.49646
ZnJlZWZsb2F0Ojpkcml2ZW5vdzo6V0JZMVoyMTA5MFYzMDk5ODc=,drivenow,car,2019-12-09 22:53:09+01:00,2019-12-09 23:13:07+01:00,13.401248,52.535474,13.378484,52.53435500000001
ZnJlZWZsb2F0OjpjYXIyZ286OldNRTQ1MzM0MjFLMjgyMzc5,car2go,car,2020-03-13 20:28:07+01:00,2020-03-13 20:53:12+01:00,13.4049,52.51473000000001,13.33083,52.48539
ZnJlZWZsb2F0OjpjYXIyZ286OldNV1hSMzEwMDAyTDkxNDAx,car2go,car,2020-02-14 07:18:08+01:00,2020-02-14 07:48:07+01:00,13.43889,52.53531,13.40333,52.53132
ZnJlZWZsb2F0OjpjYXIyZ286OldNRTQ1MzM0MjFLMzIxMTk4,car2go,car,2020-03-10 17:33:10+01:00,2020-03-10 17:58:08+01:00,13.29959,52.49455,13.30989,52.52485
ZnJlZWZsb2F0OjpjYXIyZ286OldNRTQ1MzM0MjFLMzc0MDAy,car2go,car,2020-01-27 14:38:07+01:00,2020-01-27 15:23:12+01:00,13.38038,52.513630000000006,13.34753,52.55095
ZnJlZWZsb2F0OjpjYXIyZ286OldNRTQ1MzM0MjFLMjQ0MTMw,car2go,car,2019-11-18 14:03:11+01:00,2019-11-18 14:43:08+01:00,13.37974,52.4971,13.39726,52.5162
ZnJlZWZsb2F0Ojpkcml2ZW5vdzo6V0JZMVoyMTA2MFYzMDc1NjU=,drivenow,car,2019-12-29 08:23:08+01:00,2019-12-29 08:38:24+01:00,13.307068,52.503626,13.267726,52.51676
ZnJlZWZsb2F0OjpjYXIyZ286OldNRTQ1MzM0MjFLMjgyODQ0,car2go,car,2019-12-27 01:48:07+01:00,2019-12-27 02:03:24+01:00,13.33371,52.50723000000001,13.326770000000002,52.52866
ZnJlZWZsb2F0OjpjYXIyZ286OldNRTQ1MzM0MjFLMjg4NTk0,car2go,car,2019-12-15 17:43:10+01:00,2019-12-15 18:08:24+01:00,13.39055,52.51237,13.37188,52.47897
ZnJlZWZsb2F0OjpjYXIyZ286OldNRTQ1MzM0MjFLMjc5NTY2,car2go,car,2020-01-25 12:08:25+01:00,2020-01-25 13:53:08+01:00,13.40469,52.53091,13.34345,52.50099
ZnJlZWZsb2F0OjpjYXIyZ286OldNRTQ1MzM0MjFLMzc1NzIx,car2go,car,2020-03-12 16:33:08+01:00,2020-03-12 17:13:08+01:00,13.4604,52.51232,13.36118,52.49611
ZnJlZWZsb2F0Ojpkcml2ZW5vdzo6V0JBWUgzMTAyMEVINTQ5OTg=,drivenow,car,2019-12-19 17:08:08+01:00,2019-12-19 18:13:29+01:00,13.409849,52.53094599999999,13.417538,52.551465
ZnJlZWZsb2F0OjpjYXIyZ286OldNRTQ1MzM0MjFLMjg5OTQ3,car2go,car,2020-03-08 13:33:07+01:00,2020-03-08 14:38:08+01:00,13.36289,52.5295,13.32063,52.50846
ZnJlZWZsb2F0Ojpkcml2ZW5vdzo6V0JBNlUzMTA4MDdFNDQyNDc=,drivenow,car,2019-12-09 12:19:34+01:00,2019-12-09 12:58:08+01:00,13.387563,52.51556400000001,13.321906,52.46705
ZnJlZWZsb2F0OjpjYXIyZ286OldNRTQ1MzM0MjFLMzYzMzAy,car2go,car,2020-02-09 12:43:10+01:00,2020-02-09 13:03:06+01:00,13.32243,52.49701999999999,13.35349,52.50116
ZnJlZWZsb2F0OjpjYXIyZ286OldNV1hSMTEwNTBURTU3OTky,car2go,car,2020-02-20 09:58:07+01:00,2020-02-20 10:23:07+01:00,13.34289,52.48887,13.37115,52.4935
ZnJlZWZsb2F0OjpjYXIyZ286OldNRTQ1MzM0MjFLMjc5Mzcx,car2go,car,2019-10-05 11:28:08+02:00,2019-10-05 11:58:08+02:00,13.39844036102295,52.52555084228516,13.361040115356444,52.55075073242188
